record_id,age,gender,occupation,years_gaming,daily_gaming_hours,genre,primary_game,gaming_platform,monthly_spend,academic_performance,gpa,work_productivity,face_to_face_social_hours_weekly,social_isolation,exercise_hours_weekly,sleep_hours,sleep_quality,sleep_disruption,eye_strain,back_neck_pain,physical_pain,weight_change_kg,mood_state,mood_swings,withdrawal_symptoms,loss_of_other_interests,continued_despite_problems,gaming_addiction_risk_level,addiction_severity,hours_bin,title,game_id
GD0239,20,Female,Student,2,5.7,RPG,elden ring,Mobile,60.72,Average,2.25,3.0,8.5,5,8.7,5.5,Fair,Sometimes,False,True,True,0.3,Euphoric,Daily,False,True,False,Moderate,1,3-6h,elden ring,489212.0
GD0240,22,Female,Student,7,10.9,FPS,call of duty,PC,247.59,Poor,3.74,9.0,0.0,8,5.2,5.2,Very Poor,Never,True,True,True,3.0,Irritable,Never,True,True,False,Severe,2,9-12h,,N/A
GD0241,17,Male,Student,4,2.3,FPS,overwatch,Mobile,35.91,Good,1.39,,12.7,4,7.0,8.7,Good,Often,False,False,False,0.8,Restless,Often,False,False,False,Low,0,0-3h,,N/A
GD0242,24,Male,Professional,7,0.7,FPS,valorant,Multi-platform,6.93,Average,,5.0,11.0,1,9.5,8.3,Good,Often,False,False,False,0.3,Normal,Daily,False,False,False,Low,0,0-3h,valorant,682668.0
GD0242,24,Male,Professional,7,0.7,FPS,valorant,Multi-platform,6.93,Average,,5.0,11.0,1,9.5,8.3,Good,Often,False,False,False,0.3,Normal,Daily,False,False,False,Low,0,0-3h,valorant,682740.0
GD0243,20,Male,Student,9,6.6,MMO,elder scrolls online,Console,50.22,Poor,3.02,3.0,7.5,3,8.1,3.8,Very Poor,Often,True,True,True,0.1,Angry,Sometimes,True,True,False,High,2,6-9h,,N/A
GD0244,19,Female,Student,3,9.3,FPS,counter-strike: global offensive,Multi-platform,195.86,Poor,3.51,5.0,4.6,5,6.1,3.0,Poor,Sometimes,True,False,True,2.3,Irritable,Daily,True,False,False,High,1,9-12h,counter-strike: global offensive,3468.0
GD0245,33,Female,Professional,20,2.7,FPS,overwatch,Mobile,31.35,Good,,6.0,10.7,2,8.3,8.7,Good,Rarely,False,False,False,1.0,Normal,Rarely,False,False,False,Low,0,0-3h,,N/A
GD0246,14,Male,Student,2,1.0,MMO,world of warcraft,Multi-platform,35.39,Below Average,2.33,,13.4,1,10.1,7.2,Fair,Often,False,False,False,0.4,Restless,Sometimes,False,False,False,Low,0,0-3h,,N/A
GD0247,20,Female,Student,2,8.9,Strategy,sid meier's civilization vi,Mobile,131.33,Poor,3.28,1.0,4.7,5,6.9,4.3,Fair,Rarely,True,True,True,3.4,Angry,Rarely,True,False,True,Severe,2,6-9h,sid meier's civilization vi,335483.0
GD0247,20,Female,Student,2,8.9,Strategy,sid meier's civilization vi,Mobile,131.33,Poor,3.28,1.0,4.7,5,6.9,4.3,Fair,Rarely,True,True,True,3.4,Angry,Rarely,True,False,True,Severe,2,6-9h,sid meier's civilization vi,335482.0
GD0247,20,Female,Student,2,8.9,Strategy,sid meier's civilization vi,Mobile,131.33,Poor,3.28,1.0,4.7,5,6.9,4.3,Fair,Rarely,True,True,True,3.4,Angry,Rarely,True,False,True,Severe,2,6-9h,sid meier's civilization vi,336792.0
GD0248,20,Male,Student,2,8.2,FPS,counter-strike: global offensive,Console,103.72,Failing,2.33,8.0,5.2,5,5.8,3.2,Poor,Never,False,True,True,3.6,Anxious,Rarely,False,False,True,Moderate,1,6-9h,counter-strike: global offensive,3468.0
GD0249,18,Male,Student,6,7.8,MMO,final fantasy xiv online,Mobile,89.41,Poor,3.65,,6.3,6,5.8,3.7,Very Poor,Sometimes,False,True,True,1.4,Euphoric,Never,True,True,True,Severe,3,6-9h,final fantasy xiv online,39210.0
GD0250,25,Female,Professional,9,3.9,Battle Royale,pubg,Console,17.57,Average,,2.0,12.4,2,8.2,6.3,Poor,Always,False,False,False,0.2,Irritable,Often,False,False,False,Low,0,3-6h,,N/A
GD0251,16,Male,Student,5,4.6,Battle Royale,pubg,Multi-platform,37.4,Below Average,3.2,,8.9,3,6.9,6.0,Very Poor,Sometimes,True,False,True,1.6,Restless,Often,False,False,False,Low,0,3-6h,,N/A
GD0252,20,Male,Student,4,8.2,MOBA,dota 2,PC,66.44,Below Average,2.21,6.0,6.4,6,6.6,5.0,Poor,Often,False,True,True,3.1,Restless,Sometimes,True,False,True,High,2,6-9h,dota 2,570.0
GD0253,18,Female,Student,6,7.3,Mobile Games,candy crush,Mobile,81.74,Excellent,2.27,,5.0,5,6.4,4.7,Very Poor,Always,True,False,True,2.8,Irritable,Never,True,True,False,High,2,6-9h,,N/A
GD0254,23,Female,Professional,11,2.0,MOBA,mobile legends,Console,20.74,Excellent,,10.0,13.7,1,10.6,8.7,Fair,Sometimes,False,False,False,0.5,Excited,Daily,False,False,False,Low,0,0-3h,,N/A
GD0255,19,Male,Student,7,5.5,RPG,cyberpunk 2077,Mobile,149.11,Poor,1.05,1.0,9.7,3,7.7,6.1,Fair,Rarely,False,False,False,2.8,Irritable,Daily,False,True,False,Moderate,1,3-6h,cyberpunk 2077,1091500.0
GD0255,19,Male,Student,7,5.5,RPG,cyberpunk 2077,Mobile,149.11,Poor,1.05,1.0,9.7,3,7.7,6.1,Fair,Rarely,False,False,False,2.8,Irritable,Daily,False,True,False,Moderate,1,3-6h,cyberpunk 2077,487113.0
GD0255,19,Male,Student,7,5.5,RPG,cyberpunk 2077,Mobile,149.11,Poor,1.05,1.0,9.7,3,7.7,6.1,Fair,Rarely,False,False,False,2.8,Irritable,Daily,False,True,False,Moderate,1,3-6h,cyberpunk 2077,421702.0
GD0255,19,Male,Student,7,5.5,RPG,cyberpunk 2077,Mobile,149.11,Poor,1.05,1.0,9.7,3,7.7,6.1,Fair,Rarely,False,False,False,2.8,Irritable,Daily,False,True,False,Moderate,1,3-6h,cyberpunk 2077,421362.0
GD0256,23,Male,Professional,8,4.4,Mobile Games,pubg mobile,PC,14.36,Average,,1.0,9.7,3,8.9,6.3,Fair,Often,False,False,False,0.5,Depressed,Rarely,False,False,False,Low,0,3-6h,,N/A
GD0257,20,Male,Student,6,7.9,FPS,overwatch,Console,89.96,Below Average,1.94,6.0,8.0,5,5.6,4.7,Good,Often,False,True,True,3.9,Withdrawn,Never,True,True,False,High,2,6-9h,,N/A
GD0258,27,Male,Professional,10,14.2,Strategy,starcraft ii,Multi-platform,73.8,Failing,,7.0,0.0,9,2.9,3.4,Very Poor,Rarely,True,True,True,4.4,Anxious,Rarely,False,False,False,Moderate,0,12h+,,N/A
GD0259,15,Male,Student,2,15.1,Strategy,age of empires,Multi-platform,435.38,Poor,3.72,,0.0,9,0.7,5.7,Fair,Sometimes,True,True,True,1.5,Restless,Never,False,False,False,Moderate,0,12h+,,N/A
GD0260,13,Female,Student,3,5.2,Mobile Games,pubg mobile,Multi-platform,92.86,Average,3.1,,8.8,3,8.9,5.5,Fair,Always,True,False,True,1.3,Normal,Never,False,False,False,Low,0,3-6h,,N/A
GD0261,19,Male,Student,1,10.6,MOBA,league of legends,Console,435.3,Failing,3.07,7.0,0.3,5,2.5,5.5,Good,Always,False,False,False,2.2,Anxious,Often,True,True,False,Severe,2,9-12h,,N/A
GD0262,26,Male,Professional,1,3.7,Mobile Games,pubg mobile,PC,18.82,Good,,1.0,7.4,3,6.2,5.0,Fair,Always,False,False,False,1.8,Restless,Daily,False,False,False,Low,0,3-6h,,N/A
GD0263,26,Female,Professional,14,8.2,Mobile Games,clash of clans,Multi-platform,134.24,Average,,9.0,8.0,5,7.0,4.1,Very Poor,Often,False,True,True,0.2,Anxious,Daily,False,False,False,Low,0,6-9h,,N/A
GD0264,20,Male,Student,7,10.3,MMO,elder scrolls online,Mobile,266.35,Below Average,1.53,9.0,4.2,7,4.3,3.2,Very Poor,Often,False,True,True,0.1,Euphoric,Sometimes,False,True,False,High,1,9-12h,,N/A
GD0265,17,Male,Student,4,9.3,RPG,elden ring,Console,366.44,Average,1.6,,4.1,8,6.6,4.8,Very Poor,Often,True,True,True,3.2,Anxious,Rarely,True,False,True,Severe,2,9-12h,elden ring,1245620.0
GD0265,17,Male,Student,4,9.3,RPG,elden ring,Console,366.44,Average,1.6,,4.1,8,6.6,4.8,Very Poor,Often,True,True,True,3.2,Anxious,Rarely,True,False,True,Severe,2,9-12h,elden ring,489212.0
GD0266,16,Male,Student,5,11.8,Mobile Games,pubg mobile,PC,270.57,Poor,2.69,,1.1,10,4.8,3.3,Very Poor,Rarely,True,False,True,2.7,Restless,Often,True,True,False,Severe,2,9-12h,,N/A
GD0267,13,Male,Student,1,9.8,RPG,cyberpunk 2077,Console,418.07,Below Average,2.05,,2.7,8,6.2,4.5,Poor,Sometimes,True,True,True,4.6,Restless,Rarely,True,True,False,Severe,2,9-12h,cyberpunk 2077,1091500.0
GD0267,13,Male,Student,1,9.8,RPG,cyberpunk 2077,Console,418.07,Below Average,2.05,,2.7,8,6.2,4.5,Poor,Sometimes,True,True,True,4.6,Restless,Rarely,True,True,False,Severe,2,9-12h,cyberpunk 2077,487113.0
GD0267,13,Male,Student,1,9.8,RPG,cyberpunk 2077,Console,418.07,Below Average,2.05,,2.7,8,6.2,4.5,Poor,Sometimes,True,True,True,4.6,Restless,Rarely,True,True,False,Severe,2,9-12h,cyberpunk 2077,421702.0
GD0267,13,Male,Student,1,9.8,RPG,cyberpunk 2077,Console,418.07,Below Average,2.05,,2.7,8,6.2,4.5,Poor,Sometimes,True,True,True,4.6,Restless,Rarely,True,True,False,Severe,2,9-12h,cyberpunk 2077,421362.0
GD0268,20,Female,Student,7,7.5,Mobile Games,candy crush,Multi-platform,83.3,Poor,1.41,2.0,3.6,4,7.5,4.3,Very Poor,Rarely,True,False,True,5.0,Withdrawn,Daily,True,True,False,High,2,6-9h,,N/A
GD0269,32,Female,Professional,6,6.6,FPS,counter-strike: global offensive,PC,77.47,Average,,3.0,9.4,6,5.2,3.7,Poor,Rarely,True,True,True,0.9,Irritable,Often,True,True,False,High,2,6-9h,counter-strike: global offensive,3468.0
GD0270,20,Female,Student,9,2.8,FPS,valorant,Console,13.4,Below Average,1.18,4.0,10.0,3,6.5,8.0,Good,Never,False,False,False,1.3,Excited,Daily,False,False,False,Low,0,0-3h,valorant,682668.0
GD0270,20,Female,Student,9,2.8,FPS,valorant,Console,13.4,Below Average,1.18,4.0,10.0,3,6.5,8.0,Good,Never,False,False,False,1.3,Excited,Daily,False,False,False,Low,0,0-3h,valorant,682740.0
GD0271,25,Female,Professional,3,12.6,Battle Royale,warzone,PC,438.13,Average,,2.0,0.0,7,4.5,4.8,Very Poor,Sometimes,True,True,True,0.5,Euphoric,Rarely,True,True,True,Severe,3,12h+,warzone,712230.0
GD0271,25,Female,Professional,3,12.6,Battle Royale,warzone,PC,438.13,Average,,2.0,0.0,7,4.5,4.8,Very Poor,Sometimes,True,True,True,0.5,Euphoric,Rarely,True,True,True,Severe,3,12h+,warzone,2298160.0
GD0272,30,Male,Professional,12,5.0,MOBA,mobile legends,Multi-platform,106.3,Average,,9.0,10.5,4,7.1,6.9,Fair,Rarely,True,False,True,1.0,Irritable,Sometimes,False,False,False,Low,0,3-6h,,N/A
GD0273,27,Female,Professional,8,5.4,FPS,counter-strike: global offensive,Multi-platform,106.06,Average,,7.0,11.3,3,9.5,5.3,Good,Sometimes,False,False,False,1.0,Depressed,Often,False,False,False,Low,0,3-6h,counter-strike: global offensive,3468.0
GD0274,17,Male,Student,3,5.3,FPS,counter-strike: global offensive,Mobile,122.21,Average,2.18,,6.5,1,6.1,6.5,Fair,Sometimes,True,False,True,2.0,Euphoric,Never,False,False,False,Low,0,3-6h,counter-strike: global offensive,3468.0
GD0275,25,Female,Professional,3,9.4,RPG,cyberpunk 2077,Mobile,469.94,Below Average,,9.0,4.4,6,7.4,4.8,Poor,Sometimes,True,True,True,1.7,Depressed,Rarely,False,False,False,Moderate,0,9-12h,cyberpunk 2077,1091500.0
GD0275,25,Female,Professional,3,9.4,RPG,cyberpunk 2077,Mobile,469.94,Below Average,,9.0,4.4,6,7.4,4.8,Poor,Sometimes,True,True,True,1.7,Depressed,Rarely,False,False,False,Moderate,0,9-12h,cyberpunk 2077,487113.0
GD0275,25,Female,Professional,3,9.4,RPG,cyberpunk 2077,Mobile,469.94,Below Average,,9.0,4.4,6,7.4,4.8,Poor,Sometimes,True,True,True,1.7,Depressed,Rarely,False,False,False,Moderate,0,9-12h,cyberpunk 2077,421702.0
GD0275,25,Female,Professional,3,9.4,RPG,cyberpunk 2077,Mobile,469.94,Below Average,,9.0,4.4,6,7.4,4.8,Poor,Sometimes,True,True,True,1.7,Depressed,Rarely,False,False,False,Moderate,0,9-12h,cyberpunk 2077,421362.0
GD0276,24,Male,Professional,5,7.8,Mobile Games,clash of clans,Mobile,93.67,Below Average,,10.0,7.6,5,5.2,4.8,Poor,Always,True,False,True,0.2,Irritable,Daily,False,False,False,Low,0,6-9h,,N/A
GD0277,22,Female,Student,1,5.1,RPG,skyrim,Console,24.45,Average,2.54,2.0,9.8,3,5.7,6.7,Good,Rarely,True,False,True,0.4,Angry,Often,False,False,False,Low,0,3-6h,skyrim,2435.0
GD0278,19,Female,Student,2,1.9,RPG,cyberpunk 2077,Mobile,23.64,Good,1.14,8.0,15.3,2,7.4,7.4,Good,Sometimes,False,False,False,0.5,Angry,Never,False,False,False,Low,0,0-3h,cyberpunk 2077,1091500.0
GD0278,19,Female,Student,2,1.9,RPG,cyberpunk 2077,Mobile,23.64,Good,1.14,8.0,15.3,2,7.4,7.4,Good,Sometimes,False,False,False,0.5,Angry,Never,False,False,False,Low,0,0-3h,cyberpunk 2077,487113.0
GD0278,19,Female,Student,2,1.9,RPG,cyberpunk 2077,Mobile,23.64,Good,1.14,8.0,15.3,2,7.4,7.4,Good,Sometimes,False,False,False,0.5,Angry,Never,False,False,False,Low,0,0-3h,cyberpunk 2077,421702.0
GD0278,19,Female,Student,2,1.9,RPG,cyberpunk 2077,Mobile,23.64,Good,1.14,8.0,15.3,2,7.4,7.4,Good,Sometimes,False,False,False,0.5,Angry,Never,False,False,False,Low,0,0-3h,cyberpunk 2077,421362.0
GD0279,15,Male,Student,1,8.8,Mobile Games,genshin impact,PC,83.42,Below Average,2.6,,7.1,7,7.0,5.4,Fair,Always,False,True,True,0.7,Depressed,Often,True,True,False,Severe,2,6-9h,genshin impact,410617.0
GD0279,15,Male,Student,1,8.8,Mobile Games,genshin impact,PC,83.42,Below Average,2.6,,7.1,7,7.0,5.4,Fair,Always,False,True,True,0.7,Depressed,Often,True,True,False,Severe,2,6-9h,genshin impact,437991.0
GD0279,15,Male,Student,1,8.8,Mobile Games,genshin impact,PC,83.42,Below Average,2.6,,7.1,7,7.0,5.4,Fair,Always,False,True,True,0.7,Depressed,Often,True,True,False,Severe,2,6-9h,genshin impact,410618.0
GD0279,15,Male,Student,1,8.8,Mobile Games,genshin impact,PC,83.42,Below Average,2.6,,7.1,7,7.0,5.4,Fair,Always,False,True,True,0.7,Depressed,Often,True,True,False,Severe,2,6-9h,genshin impact,748280.0
GD0280,16,Male,Student,6,1.8,RPG,skyrim,Mobile,35.0,Good,2.01,,11.8,1,10.1,8.5,Fair,Always,False,False,False,0.5,Normal,Often,False,False,False,Low,0,0-3h,skyrim,2435.0
GD0281,26,Female,Professional,14,2.9,Battle Royale,pubg,PC,33.83,Good,,6.0,14.3,3,9.7,9.0,Fair,Always,False,False,False,0.8,Normal,Daily,False,False,False,Low,0,0-3h,,N/A
GD0282,28,Male,Professional,7,3.5,Battle Royale,pubg,Multi-platform,2.01,Average,,10.0,7.7,1,7.6,6.5,Fair,Always,False,False,False,0.7,Withdrawn,Rarely,False,False,False,Low,0,3-6h,,N/A
GD0283,16,Male,Student,4,9.9,FPS,counter-strike: global offensive,PC,257.0,Below Average,3.99,,3.4,5,4.5,3.7,Good,Often,True,False,True,1.9,Withdrawn,Never,False,False,True,High,1,9-12h,counter-strike: global offensive,3468.0
GD0284,17,Male,Student,3,6.3,FPS,call of duty,Console,33.48,Below Average,3.66,,10.1,6,7.3,5.0,Fair,Rarely,True,False,True,1.8,Angry,Rarely,False,True,False,Moderate,1,3-6h,,N/A
GD0285,19,Male,Student,8,8.0,MOBA,league of legends,Mobile,18.98,Poor,1.09,6.0,2.9,4,7.1,5.4,Fair,Sometimes,True,True,True,1.0,Withdrawn,Often,True,False,False,Moderate,1,6-9h,,N/A
GD0286,22,Male,Student,8,3.8,Battle Royale,warzone,Console,31.5,Average,1.69,5.0,9.4,3,10.0,5.4,Good,Always,False,False,False,1.0,Depressed,Often,False,False,False,Low,0,3-6h,warzone,712230.0
GD0286,22,Male,Student,8,3.8,Battle Royale,warzone,Console,31.5,Average,1.69,5.0,9.4,3,10.0,5.4,Good,Always,False,False,False,1.0,Depressed,Often,False,False,False,Low,0,3-6h,warzone,2298160.0
GD0287,20,Male,Student,8,2.2,MMO,elder scrolls online,Mobile,0.65,Good,1.15,5.0,12.5,2,8.8,8.1,Good,Never,False,False,False,1.2,Excited,Rarely,False,False,False,Low,0,0-3h,,N/A
GD0288,17,Male,Student,5,3.6,FPS,overwatch,PC,15.92,Good,1.08,,10.2,3,6.4,6.1,Very Poor,Rarely,False,False,False,0.9,Restless,Sometimes,False,False,False,Low,0,3-6h,,N/A
GD0289,21,Male,Student,3,3.7,FPS,counter-strike: global offensive,PC,44.68,Excellent,2.74,4.0,7.5,3,6.1,6.9,Fair,Often,False,False,False,0.3,Euphoric,Often,False,False,False,Low,0,3-6h,counter-strike: global offensive,3468.0
GD0290,21,Female,Student,7,1.9,FPS,valorant,Multi-platform,16.75,Good,3.9,3.0,14.5,1,9.7,8.7,Good,Rarely,False,False,False,0.1,Withdrawn,Never,False,False,False,Low,0,0-3h,valorant,682668.0
GD0290,21,Female,Student,7,1.9,FPS,valorant,Multi-platform,16.75,Good,3.9,3.0,14.5,1,9.7,8.7,Good,Rarely,False,False,False,0.1,Withdrawn,Never,False,False,False,Low,0,0-3h,valorant,682740.0
GD0291,18,Male,Student,5,6.7,FPS,call of duty,PC,148.22,Poor,1.39,,5.4,4,7.5,3.6,Poor,Never,False,False,False,0.5,Withdrawn,Rarely,False,False,False,Low,0,6-9h,,N/A
GD0292,19,Male,Student,3,4.1,Battle Royale,pubg,Multi-platform,36.57,Below Average,2.36,5.0,11.5,2,8.1,5.3,Fair,Often,False,False,False,0.4,Irritable,Never,False,False,False,Low,0,3-6h,,N/A
GD0293,20,Male,Student,2,3.9,MOBA,league of legends,Mobile,42.46,Below Average,3.88,8.0,12.1,3,7.0,6.7,Good,Never,False,False,False,0.1,Irritable,Often,False,False,False,Low,0,3-6h,,N/A
GD0294,34,Male,Professional,16,2.8,Strategy,starcraft ii,PC,4.35,Excellent,,2.0,13.5,2,9.9,7.1,Good,Sometimes,False,False,False,0.9,Anxious,Rarely,False,False,False,Low,0,0-3h,,N/A
GD0295,20,Male,Student,1,8.4,MMO,world of warcraft,Mobile,18.07,Below Average,2.0,4.0,3.0,5,4.1,4.3,Fair,Sometimes,True,True,True,0.9,Angry,Rarely,True,True,False,High,2,6-9h,,N/A
GD0296,19,Female,Student,7,5.4,MOBA,mobile legends,Console,144.36,Average,2.94,3.0,11.1,3,6.7,6.4,Fair,Rarely,True,False,True,0.2,Irritable,Never,False,False,False,Low,0,3-6h,,N/A
GD0297,13,Male,Student,3,6.2,MMO,elder scrolls online,Console,75.94,Average,2.61,,10.4,4,6.6,5.7,Very Poor,Always,True,True,True,1.1,Irritable,Often,False,False,False,Low,0,3-6h,,N/A
GD0298,21,Male,Student,6,8.6,MOBA,dota 2,PC,394.83,Below Average,3.75,6.0,4.7,8,6.5,3.2,Very Poor,Sometimes,True,False,True,2.8,Restless,Daily,True,True,True,Severe,3,6-9h,dota 2,570.0
GD0299,20,Male,Student,7,7.6,Battle Royale,apex legends,Mobile,49.2,Poor,1.45,7.0,3.7,7,5.7,5.2,Fair,Rarely,True,False,True,2.1,Depressed,Rarely,True,False,True,High,2,6-9h,apex legends,176538.0
GD0299,20,Male,Student,7,7.6,Battle Royale,apex legends,Mobile,49.2,Poor,1.45,7.0,3.7,7,5.7,5.2,Fair,Rarely,True,False,True,2.1,Depressed,Rarely,True,False,True,High,2,6-9h,apex legends,495480.0
GD0299,20,Male,Student,7,7.6,Battle Royale,apex legends,Mobile,49.2,Poor,1.45,7.0,3.7,7,5.7,5.2,Fair,Rarely,True,False,True,2.1,Depressed,Rarely,True,False,True,High,2,6-9h,apex legends,176537.0
GD0300,24,Female,Professional,12,8.6,RPG,cyberpunk 2077,PC,142.09,Good,,7.0,6.9,7,5.0,3.8,Poor,Never,True,True,True,1.7,Irritable,Daily,True,True,False,Severe,2,6-9h,cyberpunk 2077,1091500.0
GD0300,24,Female,Professional,12,8.6,RPG,cyberpunk 2077,PC,142.09,Good,,7.0,6.9,7,5.0,3.8,Poor,Never,True,True,True,1.7,Irritable,Daily,True,True,False,Severe,2,6-9h,cyberpunk 2077,487113.0
GD0300,24,Female,Professional,12,8.6,RPG,cyberpunk 2077,PC,142.09,Good,,7.0,6.9,7,5.0,3.8,Poor,Never,True,True,True,1.7,Irritable,Daily,True,True,False,Severe,2,6-9h,cyberpunk 2077,421702.0
GD0300,24,Female,Professional,12,8.6,RPG,cyberpunk 2077,PC,142.09,Good,,7.0,6.9,7,5.0,3.8,Poor,Never,True,True,True,1.7,Irritable,Daily,True,True,False,Severe,2,6-9h,cyberpunk 2077,421362.0
GD0301,22,Female,Student,8,3.8,RPG,cyberpunk 2077,Multi-platform,16.03,Average,1.25,8.0,12.9,2,6.4,5.4,Poor,Never,False,False,False,1.5,Irritable,Often,False,False,False,Low,0,3-6h,cyberpunk 2077,1091500.0
GD0301,22,Female,Student,8,3.8,RPG,cyberpunk 2077,Multi-platform,16.03,Average,1.25,8.0,12.9,2,6.4,5.4,Poor,Never,False,False,False,1.5,Irritable,Often,False,False,False,Low,0,3-6h,cyberpunk 2077,487113.0
GD0301,22,Female,Student,8,3.8,RPG,cyberpunk 2077,Multi-platform,16.03,Average,1.25,8.0,12.9,2,6.4,5.4,Poor,Never,False,False,False,1.5,Irritable,Often,False,False,False,Low,0,3-6h,cyberpunk 2077,421702.0
GD0301,22,Female,Student,8,3.8,RPG,cyberpunk 2077,Multi-platform,16.03,Average,1.25,8.0,12.9,2,6.4,5.4,Poor,Never,False,False,False,1.5,Irritable,Often,False,False,False,Low,0,3-6h,cyberpunk 2077,421362.0
GD0302,17,Male,Student,5,6.2,MMO,final fantasy xiv online,PC,144.07,Average,3.16,,10.2,5,5.9,6.4,Good,Never,False,True,True,1.5,Anxious,Sometimes,False,True,False,Moderate,1,3-6h,final fantasy xiv online,39210.0
GD0303,18,Male,Student,6,4.9,Strategy,age of empires,Mobile,65.41,Good,3.45,,10.3,4,7.8,6.3,Poor,Sometimes,True,False,True,0.3,Irritable,Often,False,False,False,Low,0,3-6h,,N/A
GD0304,20,Female,Student,8,7.0,Strategy,starcraft ii,Console,99.51,Poor,1.73,5.0,4.9,5,6.2,3.7,Insomnia,Rarely,True,False,True,0.5,Anxious,Never,True,True,False,High,2,6-9h,,N/A
GD0305,19,Male,Student,4,6.1,RPG,elden ring,Console,96.25,Below Average,1.15,1.0,5.9,3,8.9,6.6,Fair,Sometimes,True,False,True,0.1,Euphoric,Never,False,True,False,Moderate,1,3-6h,elden ring,1245620.0
GD0305,19,Male,Student,4,6.1,RPG,elden ring,Console,96.25,Below Average,1.15,1.0,5.9,3,8.9,6.6,Fair,Sometimes,True,False,True,0.1,Euphoric,Never,False,True,False,Moderate,1,3-6h,elden ring,489212.0
GD0306,22,Male,Student,10,6.0,Battle Royale,warzone,PC,41.72,Good,3.24,5.0,7.0,4,7.0,7.0,Poor,Sometimes,True,True,True,1.6,Anxious,Never,False,False,False,Low,0,3-6h,warzone,712230.0
GD0306,22,Male,Student,10,6.0,Battle Royale,warzone,PC,41.72,Good,3.24,5.0,7.0,4,7.0,7.0,Poor,Sometimes,True,True,True,1.6,Anxious,Never,False,False,False,Low,0,3-6h,warzone,2298160.0
GD0307,19,Male,Student,1,7.8,MMO,world of warcraft,Multi-platform,58.16,Good,3.5,10.0,7.5,4,5.5,3.5,Poor,Often,False,False,False,1.5,Withdrawn,Rarely,True,False,True,High,2,6-9h,,N/A
GD0308,19,Male,Student,6,8.2,RPG,cyberpunk 2077,Mobile,54.27,Average,3.66,6.0,7.8,5,5.1,4.4,Insomnia,Always,True,True,True,3.2,Irritable,Never,True,True,True,Severe,3,6-9h,cyberpunk 2077,1091500.0
GD0308,19,Male,Student,6,8.2,RPG,cyberpunk 2077,Mobile,54.27,Average,3.66,6.0,7.8,5,5.1,4.4,Insomnia,Always,True,True,True,3.2,Irritable,Never,True,True,True,Severe,3,6-9h,cyberpunk 2077,487113.0
GD0308,19,Male,Student,6,8.2,RPG,cyberpunk 2077,Mobile,54.27,Average,3.66,6.0,7.8,5,5.1,4.4,Insomnia,Always,True,True,True,3.2,Irritable,Never,True,True,True,Severe,3,6-9h,cyberpunk 2077,421702.0
GD0308,19,Male,Student,6,8.2,RPG,cyberpunk 2077,Mobile,54.27,Average,3.66,6.0,7.8,5,5.1,4.4,Insomnia,Always,True,True,True,3.2,Irritable,Never,True,True,True,Severe,3,6-9h,cyberpunk 2077,421362.0
GD0309,25,Female,Professional,2,6.6,Mobile Games,candy crush,Multi-platform,33.83,Poor,,9.0,9.2,4,6.4,5.3,Poor,Often,False,True,True,2.9,Restless,Rarely,True,True,False,High,2,6-9h,,N/A
GD0310,16,Male,Student,3,1.9,Mobile Games,pubg mobile,Console,17.48,Good,3.14,,12.6,1,8.2,7.2,Fair,Always,False,False,False,0.4,Normal,Sometimes,False,False,False,Low,0,0-3h,,N/A
GD0311,19,Female,Student,5,4.8,MMO,world of warcraft,PC,111.95,Good,2.02,3.0,7.0,4,7.9,6.5,Very Poor,Never,True,False,True,2.0,Euphoric,Never,False,False,False,Low,0,3-6h,,N/A
GD0312,19,Male,Student,6,7.1,MOBA,dota 2,PC,117.05,Failing,3.78,4.0,6.6,3,5.7,3.3,Fair,Rarely,True,False,True,1.8,Irritable,Rarely,True,False,False,Moderate,1,6-9h,dota 2,570.0
GD0313,19,Female,Student,9,2.3,MMO,final fantasy xiv online,Mobile,13.66,Below Average,1.48,7.0,11.5,1,9.7,8.3,Very Poor,Rarely,False,False,False,0.1,Irritable,Sometimes,False,False,False,Low,0,0-3h,final fantasy xiv online,39210.0
GD0314,30,Male,Professional,4,3.5,MMO,elder scrolls online,PC,45.36,Average,,3.0,8.6,3,6.2,5.1,Fair,Sometimes,False,False,False,0.4,Normal,Daily,False,False,False,Low,0,3-6h,,N/A
GD0315,19,Male,Student,3,6.2,Strategy,age of empires,Mobile,36.33,Below Average,1.77,1.0,9.4,3,8.4,6.4,Poor,Often,False,True,True,2.4,Anxious,Rarely,False,False,False,Low,0,3-6h,,N/A
GD0316,15,Female,Student,5,6.8,MOBA,dota 2,PC,125.63,Below Average,3.27,,6.1,3,6.6,5.3,Good,Sometimes,False,True,True,1.7,Anxious,Never,False,False,False,Low,0,6-9h,dota 2,570.0
GD0317,18,Male,Student,8,3.8,RPG,elden ring,PC,3.71,Good,3.74,,13.0,2,9.4,5.2,Fair,Always,False,False,False,0.9,Anxious,Rarely,False,False,False,Low,0,3-6h,elden ring,1245620.0
GD0317,18,Male,Student,8,3.8,RPG,elden ring,PC,3.71,Good,3.74,,13.0,2,9.4,5.2,Fair,Always,False,False,False,0.9,Anxious,Rarely,False,False,False,Low,0,3-6h,elden ring,489212.0
