record_id,age,gender,occupation,years_gaming,daily_gaming_hours,genre,primary_game,gaming_platform,monthly_spend,academic_performance,gpa,work_productivity,face_to_face_social_hours_weekly,social_isolation,exercise_hours_weekly,sleep_hours,sleep_quality,sleep_disruption,eye_strain,back_neck_pain,physical_pain,weight_change_kg,mood_state,mood_swings,withdrawal_symptoms,loss_of_other_interests,continued_despite_problems,gaming_addiction_risk_level,addiction_severity,hours_bin,mapped_genre
GD0504,14,Male,Student,2,3.5,Mmo,Elder Scrolls Online,Multi-platform,10.74,Good,2.45,,11.2,3,7.9,7.9,Poor,Never,False,False,False,1.1,Restless,Rarely,False,False,False,Low,0,3-6h,Role-playing
GD0505,27,Female,Professional,17,0.8,Rpg,Cyberpunk 2077,Multi-platform,27.33,Good,,6.0,14.3,1,10.5,8.2,Good,Often,False,False,False,0.2,Anxious,Often,False,False,False,Low,0,0-3h,Role-playing
GD0506,18,Female,Student,2,9.4,Mmo,Elder Scrolls Online,Mobile,470.19,Below Average,3.04,,5.3,4,7.1,3.6,Very Poor,Rarely,False,False,False,4.7,Irritable,Daily,False,False,True,High,1,9-12h,Role-playing
GD0507,21,Male,Student,11,5.5,Fps,Valorant,Multi-platform,91.49,Below Average,3.86,4.0,6.0,3,9.1,6.3,Fair,Sometimes,True,False,True,1.6,Irritable,Often,False,False,False,Low,0,3-6h,Action
GD0508,18,Male,Student,7,4.6,Fps,Overwatch,Pc,96.69,Poor,3.77,,7.1,2,8.5,6.8,Good,Always,True,False,True,2.4,Angry,Sometimes,False,False,False,Low,0,3-6h,Action
GD0509,18,Male,Student,6,3.5,Fps,Overwatch,Multi-platform,38.67,Good,3.76,,12.8,1,10.0,8.4,Good,Never,False,False,False,1.0,Excited,Rarely,False,False,False,Low,0,3-6h,Action
GD0510,19,Male,Student,6,5.7,Battle royale,Warzone,Pc,89.3,Below Average,2.06,7.0,10.0,6,6.6,6.4,Good,Always,True,True,True,4.3,Euphoric,Daily,False,True,False,Moderate,1,3-6h,Action
GD0511,22,Male,Student,6,1.0,Strategy,Age of Empires,Console,7.33,Good,3.87,9.0,14.9,1,11.3,8.0,Fair,Sometimes,False,False,False,0.1,Anxious,Daily,False,False,False,Low,0,0-3h,Strategy
GD0512,19,Female,Student,5,6.7,Mobile games,PUBG Mobile,Console,103.77,Below Average,2.79,9.0,5.0,2,8.2,3.1,Fair,Never,False,True,True,1.2,Euphoric,Never,False,False,False,Low,0,6-9h,Casual
GD0513,14,Male,Student,3,2.1,Moba,Dota 2,Console,41.89,Excellent,3.63,,12.1,3,8.2,7.3,Fair,Sometimes,False,False,False,0.5,Normal,Daily,False,False,False,Low,0,0-3h,Strategy
GD0514,24,Female,Professional,3,3.7,Strategy,Civilization VI,Mobile,7.4,Good,,1.0,10.8,3,6.1,6.1,Good,Often,False,False,False,2.1,Restless,Never,False,False,False,Low,0,3-6h,Strategy
GD0515,15,Male,Student,5,11.2,Strategy,StarCraft II,Multi-platform,436.35,Below Average,2.41,,0.6,8,4.6,3.4,Very Poor,Sometimes,False,False,False,3.0,Irritable,Never,True,False,False,High,1,9-12h,Strategy
GD0516,17,Male,Student,3,6.3,Battle royale,Warzone,Multi-platform,85.83,Average,2.2,,9.9,4,7.1,6.2,Poor,Often,False,True,True,0.1,Normal,Rarely,False,True,False,Moderate,1,3-6h,Action
GD0517,20,Male,Student,8,12.2,Battle royale,Apex Legends,Console,343.9,Below Average,3.3,9.0,0.5,7,4.1,5.3,Very Poor,Rarely,True,True,True,1.2,Irritable,Daily,True,False,False,High,1,12h+,Action
GD0518,20,Male,Student,9,5.4,Mmo,Final Fantasy XIV,Mobile,114.75,Poor,1.63,10.0,9.9,3,6.9,5.9,Very Poor,Often,True,False,True,0.2,Anxious,Never,False,False,False,Low,0,3-6h,Role-playing
GD0519,16,Male,Student,2,7.8,Moba,Mobile Legends,Mobile,50.64,Good,1.33,,6.0,5,4.5,3.1,Fair,Never,True,True,True,0.5,Irritable,Often,True,False,True,High,2,6-9h,Strategy
GD0520,21,Male,Student,8,3.1,Mobile games,Clash of Clans,Console,1.5,Average,3.87,1.0,11.2,1,7.0,8.7,Poor,Often,False,False,False,0.5,Normal,Daily,False,False,False,Low,0,0-3h,Casual
GD0521,24,Male,Professional,2,8.2,Strategy,StarCraft II,Multi-platform,29.0,Poor,,10.0,5.9,6,4.1,3.6,Fair,Sometimes,True,True,True,2.1,Angry,Rarely,False,False,True,Moderate,1,6-9h,Strategy
GD0522,20,Male,Student,6,6.6,Mmo,Final Fantasy XIV,Console,35.07,Below Average,2.86,1.0,6.9,5,6.8,4.9,Poor,Always,True,False,True,2.5,Normal,Rarely,True,True,False,High,2,6-9h,Role-playing
GD0523,21,Female,Student,7,9.1,Moba,League of Legends,Mobile,479.29,Poor,3.33,5.0,4.1,6,4.3,4.7,Poor,Never,False,True,True,0.3,Anxious,Often,False,False,True,High,1,6-9h,Strategy
GD0524,17,Male,Student,4,4.6,Fps,Valorant,Multi-platform,40.53,Average,1.61,,8.6,6,9.1,6.2,Good,Sometimes,False,False,False,2.5,Restless,Never,False,False,False,Low,0,3-6h,Action
GD0525,19,Male,Student,4,7.3,Strategy,Civilization VI,Console,84.52,Poor,3.31,3.0,7.1,4,5.3,3.2,Fair,Rarely,True,True,True,1.4,Anxious,Daily,True,True,False,High,2,6-9h,Strategy
GD0526,16,Male,Student,4,1.7,Fps,Valorant,Multi-platform,12.32,Excellent,3.03,,9.7,1,7.6,8.2,Poor,Sometimes,False,False,False,0.8,Excited,Rarely,False,False,False,Low,0,0-3h,Action
GD0527,18,Male,Student,5,4.3,Fps,Overwatch,Console,32.71,Below Average,3.2,,9.0,4,9.5,6.9,Fair,Sometimes,False,False,False,0.0,Euphoric,Sometimes,False,False,False,Low,0,3-6h,Action
GD0528,21,Male,Student,11,1.3,Fps,Overwatch,Multi-platform,44.99,Average,3.92,8.0,12.2,1,9.2,8.5,Fair,Often,False,False,False,0.1,Excited,Never,False,False,False,Low,0,0-3h,Action
GD0529,25,Male,Professional,11,10.4,Mmo,World of Warcraft,Console,61.9,Poor,,3.0,0.6,5,6.4,4.3,Fair,Often,True,False,True,5.0,Restless,Sometimes,True,True,False,Severe,2,9-12h,Role-playing
GD0530,20,Female,Student,6,10.1,Moba,Dota 2,Mobile,350.42,Below Average,2.09,1.0,5.2,8,3.6,5.7,Very Poor,Always,True,True,True,8.9,Depressed,Often,True,True,True,Severe,3,9-12h,Strategy
GD0531,20,Female,Student,7,5.8,Mobile games,Genshin Impact,Console,124.29,Average,1.63,3.0,7.8,5,8.8,6.3,Very Poor,Rarely,False,False,False,2.4,Euphoric,Daily,False,False,False,Low,0,3-6h,Casual
GD0532,18,Male,Student,5,2.5,Mobile games,Clash of Clans,Mobile,30.97,Average,1.57,,12.3,1,10.4,8.9,Good,Often,False,False,False,0.5,Normal,Daily,False,False,False,Low,0,0-3h,Casual
GD0533,18,Male,Student,7,2.6,Mmo,Final Fantasy XIV,Mobile,26.71,Excellent,2.58,,12.4,2,10.1,8.8,Good,Never,False,False,False,0.2,Normal,Never,False,False,False,Low,0,0-3h,Role-playing
GD0534,19,Male,Student,1,10.2,Moba,League of Legends,Pc,207.43,Failing,3.44,10.0,3.0,7,6.9,3.3,Very Poor,Rarely,False,False,False,0.8,Euphoric,Daily,True,False,False,High,1,9-12h,Strategy
GD0535,14,Male,Student,1,5.8,Fps,CS:GO,Console,88.33,Poor,2.69,,9.4,4,7.1,6.2,Fair,Never,True,True,True,0.4,Restless,Never,False,True,False,Moderate,1,3-6h,Action
GD0536,17,Female,Student,6,1.9,Mmo,Final Fantasy XIV,Pc,23.78,Average,1.78,,11.5,1,10.9,7.1,Good,Always,False,False,False,0.1,Withdrawn,Rarely,False,False,False,Low,0,0-3h,Role-playing
GD0537,18,Male,Student,4,8.0,Rpg,Elden Ring,Pc,85.28,Poor,3.81,,5.3,5,7.7,5.0,Poor,Never,True,True,True,0.1,Angry,Rarely,False,True,True,High,2,6-9h,Role-playing
GD0538,18,Male,Student,4,3.4,Mmo,Elder Scrolls Online,Multi-platform,30.22,Average,2.15,,9.6,1,9.0,7.4,Poor,Never,False,False,False,0.3,Normal,Daily,False,False,False,Low,0,0-3h,Role-playing
GD0539,24,Male,Professional,10,1.2,Strategy,Age of Empires,Pc,32.34,Average,,1.0,14.2,1,8.6,7.6,Fair,Often,False,False,False,0.3,Irritable,Sometimes,False,False,False,Low,0,0-3h,Strategy
GD0540,19,Male,Student,4,4.3,Mmo,Elder Scrolls Online,Pc,43.72,Below Average,2.46,10.0,11.9,3,9.2,6.3,Good,Rarely,False,False,False,0.7,Restless,Sometimes,False,False,False,Low,0,3-6h,Role-playing
GD0541,18,Male,Student,1,10.7,Battle royale,Apex Legends,Mobile,115.6,Below Average,3.11,,4.3,7,4.3,5.3,Fair,Never,True,True,True,4.8,Depressed,Sometimes,True,True,True,Severe,3,9-12h,Action
GD0542,27,Male,Professional,15,3.3,Battle royale,PUBG,Console,11.66,Below Average,,6.0,9.0,3,9.3,8.9,Poor,Often,False,False,False,0.4,Anxious,Sometimes,False,False,False,Low,0,0-3h,Action
GD0543,31,Male,Professional,7,10.4,Strategy,Civilization VI,Console,339.48,Average,,10.0,1.8,7,7.0,3.2,Poor,Sometimes,False,False,False,4.1,Normal,Often,False,True,True,Severe,2,9-12h,Strategy
GD0544,22,Female,Student,4,6.7,Mobile games,Candy Crush,Pc,37.0,Poor,1.18,5.0,6.5,5,6.5,4.6,Poor,Rarely,True,True,True,1.4,Angry,Sometimes,True,True,False,High,2,6-9h,Casual
GD0545,16,Male,Student,4,6.3,Mmo,Elder Scrolls Online,Mobile,33.58,Excellent,1.91,,4.8,3,7.7,5.1,Poor,Sometimes,False,False,False,0.8,Irritable,Daily,False,False,False,Low,0,3-6h,Role-playing
GD0546,19,Male,Student,6,6.2,Mmo,World of Warcraft,Mobile,138.86,Average,3.56,6.0,7.4,3,5.9,6.7,Fair,Often,True,False,True,3.6,Depressed,Rarely,False,True,False,Moderate,1,3-6h,Role-playing
GD0547,22,Male,Student,3,3.2,Mmo,World of Warcraft,Multi-platform,42.64,Average,3.82,6.0,8.7,4,8.4,8.7,Poor,Sometimes,False,False,False,0.6,Withdrawn,Sometimes,False,False,False,Low,0,0-3h,Role-playing
GD0548,24,Male,Professional,13,7.1,Fps,Call of Duty,Console,96.9,Below Average,,8.0,4.9,5,6.0,3.8,Good,Never,False,False,False,2.2,Depressed,Daily,True,True,False,High,2,6-9h,Action
GD0549,18,Male,Student,1,8.4,Moba,Dota 2,Mobile,73.02,Poor,3.2,,7.2,5,4.7,5.2,Poor,Rarely,True,True,True,0.7,Restless,Sometimes,False,False,False,Low,0,6-9h,Strategy
GD0550,21,Female,Student,9,7.2,Battle royale,Fortnite,Pc,99.01,Excellent,1.41,2.0,5.0,4,6.2,5.9,Fair,Never,True,True,True,0.6,Irritable,Sometimes,True,False,False,Moderate,1,6-9h,Action
GD0551,19,Male,Student,6,9.5,Strategy,Age of Empires,Multi-platform,90.31,Excellent,1.94,5.0,2.4,6,4.6,3.2,Poor,Always,True,False,True,0.6,Irritable,Daily,True,True,True,Severe,3,9-12h,Strategy
GD0552,19,Male,Student,6,6.0,Mobile games,PUBG Mobile,Console,35.25,Average,1.42,9.0,10.2,4,5.4,5.3,Fair,Rarely,False,False,False,3.5,Restless,Daily,False,False,False,Low,0,3-6h,Casual
GD0553,19,Female,Student,5,2.3,Moba,Mobile Legends,Console,39.46,Good,3.61,10.0,14.5,2,9.8,8.9,Good,Often,False,False,False,0.6,Normal,Never,False,False,False,Low,0,0-3h,Strategy
GD0554,27,Male,Professional,5,4.2,Strategy,Age of Empires,Pc,18.36,Excellent,,2.0,12.6,3,8.9,5.9,Good,Always,False,False,False,1.3,Euphoric,Sometimes,False,False,False,Low,0,3-6h,Strategy
GD0555,19,Female,Student,5,4.6,Rpg,Cyberpunk 2077,Console,70.56,Average,3.24,2.0,11.3,5,7.3,6.1,Good,Always,True,False,True,1.3,Angry,Rarely,False,False,False,Low,0,3-6h,Role-playing
GD0556,19,Male,Student,6,4.8,Strategy,Age of Empires,Console,97.99,Poor,2.78,1.0,8.6,2,8.1,7.0,Poor,Often,True,False,True,3.2,Euphoric,Daily,False,False,False,Low,0,3-6h,Strategy
GD0557,20,Male,Student,3,11.7,Mobile games,PUBG Mobile,Console,360.29,Average,2.69,7.0,0.2,7,5.4,5.5,Very Poor,Always,True,False,True,0.1,Euphoric,Daily,True,True,True,Severe,3,9-12h,Casual
GD0558,26,Male,Professional,11,2.5,Moba,Dota 2,Pc,0.43,Good,,4.0,13.5,1,8.8,7.6,Good,Always,False,False,False,0.5,Anxious,Daily,False,False,False,Low,0,0-3h,Strategy
GD0559,33,Male,Professional,19,5.2,Moba,Mobile Legends,Console,102.88,Excellent,,10.0,9.2,2,8.2,5.3,Good,Rarely,True,False,True,0.7,Irritable,Sometimes,False,False,False,Low,0,3-6h,Strategy
GD0560,19,Male,Student,7,4.6,Moba,Mobile Legends,Multi-platform,37.92,Average,1.85,9.0,11.2,1,5.5,5.4,Fair,Rarely,False,False,False,0.2,Restless,Never,False,False,False,Low,0,3-6h,Strategy
GD0561,18,Male,Student,4,4.0,Moba,Mobile Legends,Multi-platform,26.29,Excellent,3.29,,13.2,3,8.7,5.8,Poor,Always,False,False,False,0.1,Normal,Sometimes,False,False,False,Low,0,3-6h,Strategy
GD0562,20,Female,Student,3,1.7,Mobile games,Clash of Clans,Console,2.01,Excellent,3.88,7.0,10.4,1,7.6,8.7,Good,Rarely,False,False,False,0.1,Normal,Daily,False,False,False,Low,0,0-3h,Casual
GD0563,16,Male,Student,1,7.6,Fps,Valorant,Mobile,42.16,Poor,1.73,,4.1,3,6.9,3.3,Insomnia,Always,False,True,True,4.6,Withdrawn,Daily,True,False,False,Moderate,1,6-9h,Action
GD0564,22,Male,Student,8,4.5,Mmo,Final Fantasy XIV,Mobile,92.49,Below Average,1.54,10.0,11.8,2,7.1,6.9,Poor,Sometimes,True,False,True,2.7,Euphoric,Sometimes,False,False,False,Low,0,3-6h,Role-playing
GD0565,23,Other,Professional,11,4.6,Mmo,World of Warcraft,Mobile,134.52,Below Average,,6.0,10.9,4,6.8,6.3,Fair,Often,False,False,False,0.8,Normal,Never,False,False,False,Low,0,3-6h,Role-playing
GD0566,18,Male,Student,2,2.3,Strategy,Civilization VI,Console,35.89,Average,1.63,,13.1,1,9.8,7.3,Good,Sometimes,False,False,False,0.4,Normal,Rarely,False,False,False,Low,0,0-3h,Strategy
GD0567,25,Female,Professional,6,5.3,Moba,Mobile Legends,Mobile,123.9,Below Average,,3.0,6.3,2,8.8,6.0,Poor,Never,True,False,True,0.6,Depressed,Daily,False,False,False,Low,0,3-6h,Strategy
GD0568,20,Male,Student,3,8.0,Moba,Dota 2,Multi-platform,42.42,Below Average,2.75,6.0,6.2,5,4.7,5.8,Poor,Rarely,False,True,True,1.2,Euphoric,Often,True,True,True,Severe,3,6-9h,Strategy
GD0569,13,Male,Student,1,2.3,Moba,League of Legends,Mobile,13.49,Below Average,2.99,,10.7,1,10.6,8.2,Fair,Always,False,False,False,0.1,Normal,Sometimes,False,False,False,Low,0,0-3h,Strategy
GD0570,34,Male,Professional,17,3.9,Moba,Dota 2,Pc,23.55,Excellent,,2.0,8.8,2,6.5,5.1,Fair,Sometimes,False,False,False,0.1,Irritable,Sometimes,False,False,False,Low,0,3-6h,Strategy
GD0571,28,Female,Professional,14,7.8,Battle royale,Warzone,Mobile,88.65,Poor,,1.0,2.7,6,4.0,4.7,Fair,Rarely,True,True,True,0.8,Anxious,Rarely,True,True,True,Severe,3,6-9h,Action
GD0572,17,Male,Student,1,8.4,Mmo,World of Warcraft,Console,76.72,Average,3.69,,2.7,3,7.9,3.4,Poor,Always,False,False,False,2.7,Angry,Sometimes,True,False,True,High,2,6-9h,Role-playing
GD0573,20,Male,Student,5,5.3,Strategy,Civilization VI,Multi-platform,140.81,Poor,2.34,6.0,8.7,4,8.5,5.5,Very Poor,Sometimes,True,False,True,1.3,Irritable,Sometimes,False,False,False,Low,0,3-6h,Strategy
GD0574,23,Male,Professional,2,3.5,Battle royale,Warzone,Multi-platform,11.59,Below Average,,2.0,12.1,3,9.4,6.9,Very Poor,Often,False,False,False,0.4,Restless,Often,False,False,False,Low,0,3-6h,Action
GD0575,23,Male,Professional,6,4.3,Rpg,Elden Ring,Pc,6.68,Average,,1.0,12.6,1,6.4,5.5,Poor,Often,False,False,False,2.4,Depressed,Often,False,False,False,Low,0,3-6h,Role-playing
GD0576,21,Male,Student,4,6.5,Rpg,Skyrim,Mobile,132.29,Failing,1.76,7.0,5.4,4,6.2,5.7,Poor,Sometimes,True,True,True,1.0,Anxious,Sometimes,True,True,False,High,2,6-9h,Role-playing
GD0577,19,Female,Student,5,1.3,Rpg,Skyrim,Console,25.35,Excellent,3.45,10.0,11.5,1,11.3,9.0,Good,Never,False,False,False,0.1,Excited,Sometimes,False,False,False,Low,0,0-3h,Role-playing
GD0578,17,Female,Student,5,7.1,Battle royale,Warzone,Pc,86.64,Below Average,3.36,,9.2,5,4.5,5.2,Very Poor,Sometimes,False,True,True,2.8,Irritable,Often,True,False,False,Moderate,1,6-9h,Action
GD0579,21,Female,Student,3,2.7,Mobile games,Clash of Clans,Console,34.35,Excellent,3.63,9.0,13.2,2,10.0,8.2,Good,Always,False,False,False,0.4,Normal,Often,False,False,False,Low,0,0-3h,Casual
GD0580,21,Male,Student,8,5.9,Strategy,StarCraft II,Console,57.6,Poor,2.78,7.0,6.4,2,5.7,5.1,Poor,Sometimes,True,True,True,2.2,Normal,Never,False,False,False,Low,0,3-6h,Strategy
GD0581,18,Female,Student,4,6.4,Battle royale,Fortnite,Mobile,34.21,Below Average,1.23,,10.7,4,5.9,6.2,Very Poor,Often,True,True,True,0.9,Anxious,Daily,False,True,False,Moderate,1,6-9h,Action
GD0582,17,Female,Student,5,8.3,Fps,Call of Duty,Console,40.05,Good,3.97,,6.7,6,4.0,3.7,Poor,Often,True,True,True,0.2,Angry,Rarely,True,True,True,Severe,3,6-9h,Action
GD0583,18,Male,Student,3,9.5,Rpg,Cyberpunk 2077,Console,327.63,Average,3.66,,3.8,4,7.0,4.6,Poor,Always,True,True,True,0.5,Anxious,Rarely,False,False,False,Moderate,0,9-12h,Role-playing
GD0584,17,Female,Student,4,7.8,Rpg,Skyrim,Mobile,80.16,Average,2.75,,5.7,4,5.5,5.7,Poor,Never,True,False,True,2.2,Angry,Rarely,True,True,False,High,2,6-9h,Role-playing
GD0585,21,Male,Student,7,8.3,Mmo,Elder Scrolls Online,Pc,76.85,Poor,1.36,4.0,4.9,5,7.9,3.8,Fair,Often,False,False,False,2.8,Angry,Never,True,True,True,Severe,3,6-9h,Role-playing
GD0586,16,Male,Student,6,1.0,Rpg,Skyrim,Multi-platform,4.9,Excellent,2.61,,13.7,1,7.6,7.4,Good,Often,False,False,False,0.2,Excited,Rarely,False,False,False,Low,0,0-3h,Role-playing
GD0587,19,Female,Student,9,8.4,Rpg,Skyrim,Pc,94.45,Poor,1.69,7.0,2.6,6,5.4,3.8,Poor,Sometimes,True,True,True,1.9,Restless,Often,False,True,False,Moderate,1,6-9h,Role-playing
GD0588,16,Male,Student,2,6.9,Mmo,Elder Scrolls Online,Multi-platform,11.92,Below Average,2.13,,8.4,4,8.2,4.7,Poor,Always,False,True,True,0.2,Angry,Daily,False,False,False,Low,0,6-9h,Role-playing
GD0589,24,Female,Professional,14,8.4,Battle royale,Fortnite,Console,144.35,Poor,,4.0,4.5,5,5.5,5.2,Very Poor,Rarely,False,True,True,0.7,Irritable,Rarely,True,True,False,High,2,6-9h,Action
GD0590,22,Male,Student,11,1.7,Mmo,Elder Scrolls Online,Mobile,42.67,Average,1.77,7.0,11.1,1,7.6,7.1,Good,Sometimes,False,False,False,0.1,Normal,Rarely,False,False,False,Low,0,0-3h,Role-playing
GD0591,18,Female,Student,3,6.3,Mmo,World of Warcraft,Pc,29.37,Good,1.96,,7.4,3,6.5,5.2,Fair,Rarely,True,True,True,1.8,Excited,Daily,False,True,False,Moderate,1,3-6h,Role-playing
GD0592,20,Male,Student,4,5.8,Rpg,Elden Ring,Multi-platform,125.21,Below Average,1.5,3.0,8.3,4,5.1,5.4,Good,Never,True,False,True,0.2,Euphoric,Sometimes,False,False,False,Low,0,3-6h,Role-playing
GD0593,17,Female,Student,2,1.5,Mmo,Elder Scrolls Online,Pc,4.91,Good,3.35,,12.2,1,8.0,9.0,Good,Always,False,False,False,0.3,Restless,Sometimes,False,False,False,Low,0,0-3h,Role-playing
GD0594,21,Male,Student,1,8.6,Strategy,StarCraft II,Pc,314.32,Below Average,2.71,3.0,1.6,5,6.0,5.0,Fair,Sometimes,True,True,True,4.0,Anxious,Daily,True,False,True,Severe,2,6-9h,Strategy
GD0595,21,Female,Student,2,6.5,Mmo,World of Warcraft,Multi-platform,119.21,Below Average,1.4,9.0,9.9,3,5.9,6.9,Fair,Never,True,True,True,1.3,Irritable,Often,False,True,False,Moderate,1,6-9h,Role-playing
GD0596,27,Female,Professional,15,3.9,Moba,Mobile Legends,Multi-platform,37.27,Below Average,,2.0,10.7,2,8.8,5.6,Fair,Rarely,False,False,False,1.1,Anxious,Never,False,False,False,Low,0,3-6h,Strategy
GD0597,22,Male,Student,3,6.0,Mobile games,Candy Crush,Pc,114.69,Average,3.21,7.0,8.0,4,8.3,7.0,Fair,Never,True,False,True,3.1,Depressed,Daily,False,True,False,Moderate,1,3-6h,Casual
GD0598,16,Female,Student,6,9.3,Strategy,Civilization VI,Multi-platform,69.4,Below Average,3.22,,6.7,5,6.9,4.7,Poor,Often,True,False,True,3.0,Normal,Daily,False,True,True,Severe,2,9-12h,Strategy
GD0599,19,Male,Student,4,7.5,Rpg,Cyberpunk 2077,Console,128.77,Failing,1.89,1.0,6.0,7,6.9,3.2,Poor,Sometimes,True,True,True,0.9,Depressed,Rarely,True,True,True,Severe,3,6-9h,Role-playing
GD0600,21,Female,Student,7,5.8,Battle royale,Fortnite,Mobile,88.08,Average,3.36,3.0,7.4,4,6.9,5.3,Fair,Often,False,True,True,0.8,Euphoric,Never,False,False,False,Low,0,3-6h,Action
GD0601,20,Male,Student,7,1.1,Rpg,Elden Ring,Pc,44.51,Excellent,2.65,10.0,15.4,1,9.4,8.4,Poor,Rarely,False,False,False,0.2,Normal,Rarely,False,False,False,Low,0,0-3h,Role-playing
GD0602,16,Male,Student,2,4.2,Strategy,Civilization VI,Console,34.04,Below Average,2.21,,12.0,2,6.6,5.8,Good,Always,False,False,False,1.3,Depressed,Daily,False,False,False,Low,0,3-6h,Strategy
GD0603,14,Female,Student,3,7.4,Strategy,Civilization VI,Mobile,87.18,Below Average,2.18,,8.7,4,7.1,3.4,Very Poor,Always,True,True,True,0.0,Withdrawn,Often,False,True,False,Moderate,1,6-9h,Strategy
GD0604,21,Male,Student,10,4.8,Mobile games,Candy Crush,Pc,29.12,Below Average,2.28,5.0,6.4,4,6.4,6.9,Fair,Often,True,False,True,1.0,Euphoric,Daily,False,False,False,Low,0,3-6h,Casual
GD0605,19,Male,Student,6,7.4,Moba,League of Legends,Mobile,130.69,Good,3.54,5.0,6.6,5,7.1,5.8,Very Poor,Never,True,True,True,3.2,Restless,Rarely,True,False,False,Moderate,1,6-9h,Strategy
GD0606,22,Female,Student,11,11.4,Battle royale,Warzone,Multi-platform,90.88,Poor,1.95,5.0,3.7,6,4.5,4.3,Poor,Never,False,True,True,2.1,Restless,Daily,True,True,False,Severe,2,9-12h,Action
GD0607,15,Male,Student,2,13.2,Rpg,Cyberpunk 2077,Multi-platform,475.36,Poor,3.63,,0.0,8,5.5,4.2,Insomnia,Rarely,False,False,False,6.5,Irritable,Rarely,True,False,False,High,1,12h+,Role-playing
GD0608,16,Male,Student,5,4.6,Mmo,World of Warcraft,Console,70.11,Good,1.25,,6.0,5,6.5,6.5,Fair,Always,True,False,True,0.8,Euphoric,Daily,False,False,False,Low,0,3-6h,Role-playing
GD0609,17,Male,Student,3,8.7,Battle royale,PUBG,Console,119.98,Average,3.48,,1.8,6,6.6,4.7,Poor,Often,True,False,True,1.9,Excited,Never,False,False,False,Moderate,0,6-9h,Action
GD0610,26,Female,Professional,13,4.8,Battle royale,Apex Legends,Multi-platform,75.94,Below Average,,2.0,9.3,3,8.1,6.7,Good,Sometimes,True,False,True,2.7,Anxious,Rarely,False,False,False,Low,0,3-6h,Action
GD0611,20,Male,Student,6,6.4,Fps,Call of Duty,Console,80.75,Average,1.28,6.0,7.2,2,5.9,5.4,Poor,Never,True,True,True,3.9,Normal,Never,False,False,False,Low,0,6-9h,Action
GD0612,20,Male,Student,4,5.4,Mmo,Final Fantasy XIV,Mobile,98.4,Excellent,2.81,6.0,10.2,3,6.7,6.0,Poor,Always,True,False,True,1.1,Normal,Sometimes,False,False,False,Low,0,3-6h,Role-playing
GD0613,19,Male,Student,7,2.6,Battle royale,PUBG,Mobile,19.48,Poor,2.48,1.0,11.2,2,8.2,8.6,Fair,Always,False,False,False,0.9,Anxious,Daily,False,False,False,Low,0,0-3h,Action
GD0614,17,Male,Student,5,1.3,Moba,Mobile Legends,Pc,1.18,Average,3.15,,16.1,1,11.1,8.4,Good,Rarely,False,False,False,0.2,Normal,Never,False,False,False,Low,0,0-3h,Strategy
GD0615,18,Female,Student,6,3.7,Fps,Overwatch,Multi-platform,46.28,Below Average,3.55,,11.5,2,9.4,5.0,Poor,Often,False,False,False,2.0,Euphoric,Sometimes,False,False,False,Low,0,3-6h,Action
GD0616,18,Female,Student,4,4.7,Battle royale,Warzone,Mobile,127.9,Average,2.82,,6.6,2,6.6,6.0,Good,Always,True,False,True,0.1,Restless,Often,False,False,False,Low,0,3-6h,Action
GD0617,24,Male,Professional,7,8.4,Mmo,Final Fantasy XIV,Multi-platform,111.33,Failing,,8.0,7.8,4,5.5,4.2,Insomnia,Often,True,True,True,1.8,Anxious,Never,False,False,True,Moderate,1,6-9h,Role-playing
GD0618,30,Male,Professional,12,7.2,Moba,Mobile Legends,Mobile,74.44,Below Average,,3.0,6.3,5,6.3,4.0,Poor,Sometimes,False,True,True,1.8,Irritable,Sometimes,True,True,False,High,2,6-9h,Strategy
GD0619,21,Male,Student,4,6.4,Mobile games,PUBG Mobile,Multi-platform,112.63,Excellent,2.43,5.0,8.9,4,7.6,5.6,Good,Never,True,True,True,1.2,Restless,Often,False,True,False,Moderate,1,6-9h,Casual
GD0620,15,Male,Student,3,2.6,Mobile games,Genshin Impact,Multi-platform,32.91,Good,2.19,,9.7,1,6.6,7.8,Good,Always,False,False,False,0.7,Normal,Rarely,False,False,False,Low,0,0-3h,Casual
GD0621,27,Male,Professional,12,3.4,Fps,Overwatch,Multi-platform,29.73,Excellent,,2.0,12.2,1,8.5,8.4,Good,Never,False,False,False,1.1,Normal,Sometimes,False,False,False,Low,0,0-3h,Action
GD0622,15,Female,Student,5,7.0,Mobile games,Clash of Clans,Multi-platform,54.93,Poor,3.52,,7.6,6,5.9,4.7,Poor,Often,True,False,True,0.8,Anxious,Daily,False,False,False,Low,0,6-9h,Casual
GD0623,27,Female,Professional,11,1.6,Fps,Call of Duty,Multi-platform,24.49,Average,,9.0,15.5,2,9.0,7.5,Fair,Never,False,False,False,0.2,Normal,Never,False,False,False,Low,0,0-3h,Action
GD0624,19,Male,Student,6,7.7,Moba,Dota 2,Multi-platform,33.95,Average,1.1,6.0,6.0,6,7.8,3.5,Very Poor,Sometimes,True,False,True,3.6,Irritable,Often,False,True,False,Moderate,1,6-9h,Strategy
GD0625,20,Male,Student,2,4.8,Moba,Dota 2,Mobile,94.88,Average,2.5,2.0,6.8,4,8.8,5.5,Poor,Always,True,False,True,0.8,Depressed,Sometimes,False,False,False,Low,0,3-6h,Strategy
