game_id,gaming_platform,title,genres
3006990,Pc,Life of Kanji Island,"['Indie', 'RPG']"
3006180,Pc,CORPSE58,"['Action', 'Indie']"
3006260,Pc,Korean Rail Driving Tour LRT Busan-Gimhae,"['Casual', 'Racing', 'Simulation']"
3006350,Pc,Hagalegacy,"['Action', 'Casual', 'Indie']"
3006420,Pc,Slide Faster,"['Action', 'Adventure', 'Indie']"
3006430,Pc,IMA SURVIVOR,['Adventure']
3006510,Pc,Senile Zombies,"['Action', 'Casual', 'Indie', 'Free To Play']"
3006550,Pc,Hell's Underground,"['Action', 'Adventure', 'Casual', 'Indie']"
3006630,Pc,Loser Simulator,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']"
3005640,Pc,Hungry Noemi,['RPG']
3005690,Pc,GameLib,"['Casual', 'Indie', 'Strategy', 'Free To Play']"
3005740,Pc,Board Wars - Trick Or Treat,"['Strategy', 'Free To Play']"
3005850,Pc,Click on bells together,"['Casual', 'Indie']"
3005940,Pc,REDNEG ALLSTARS SWING-BY EDITION（レッドネグオールスターズ　スイングバイエディション） Playtest,
3005990,Pc,ハチバンバスピス,"['Action', 'Casual', 'Indie']"
3006010,Pc,Musician Simulator,['Simulation']
3006020,Pc,East Defense,"['Indie', 'Strategy']"
3006060,Pc,Revolver roulette,"['Casual', 'Indie', 'Strategy']"
3005260,Pc,Squares of Hell,"['Adventure', 'Casual', 'Indie', 'Early Access']"
3005360,Pc,GunBang,"['Action', 'Adventure', 'Casual', 'Indie', 'Early Access']"
3005390,Pc,Noir Storm Playtest,
3005430,Pc,HOME: Mother,['Strategy']
3005530,Pc,Reflex on Go!,"['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'Early Access']"
3005590,Pc,Virtual Presenter Room - Testversion,"['Free To Play', 'Design & Illustration', 'Education', 'Software Training', 'Utilities', 'Video Production', 'Web Publishing', 'Game Development']"
3004690,Pc,SkyNuggets,"['Casual', 'Indie']"
3004710,Pc,NO MORE HUMANS,"['Action', 'Indie']"
3004790,Pc,Monster Ops,"['Action', 'Indie', 'Free To Play']"
3004800,Pc,Syco Realm VR,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']"
3004880,Pc,Just Futanari 2,"['Action', 'Simulation']"
3004920,Pc,Super Trailblazers,"['Casual', 'Indie', 'Racing', 'Free To Play']"
3004940,Pc,Five Nights At PT's II,"['Action', 'Adventure', 'Indie']"
3004980,Pc,Super Hero I.T. Software,"['Action', 'Indie', 'Early Access']"
3004990,Pc,Sleep Simulator,['Simulation']
3005100,Pc,Alien Outpost,"['Action', 'Adventure', 'Indie']"
3005110,Pc,Lunar Lander Redux,"['Action', 'Indie']"
3005130,Pc,Pelican Harbor Playtest,
3004180,Pc,Curse of Dares,['Action']
3004230,Pc,Delta Strike,"['Action', 'Indie', 'Massively Multiplayer']"
3004270,Pc,"Civilización Caral Perú, la más antigua de América","['Casual', 'Indie', 'Free To Play', 'Education']"
3004330,Pc,Dungeon Online,"['Action', 'Adventure', 'Indie', 'RPG']"
3004340,Pc,Beware The Ghost,"['Action', 'Indie']"
3004430,Pc,Shattered Lands Playtest,
3004460,Pc,Heroes For Hire Playtest,
3004500,Pc,Droid Wars,"['Action', 'Casual', 'Indie', 'Racing', 'Free To Play']"
3004570,Pc,Fear Calibration,"['Action', 'Adventure', 'Indie', 'Strategy']"
3004620,Pc,Trial of Sacrifice,"['Action', 'Adventure', 'Free To Play']"
3003650,Pc,Where is the Tutorial,"['Casual', 'Indie', 'Strategy']"
3003670,Pc,Brick Breaker Infinity,"['Action', 'Casual', 'Indie']"
3003700,Pc,Alister In Wonderland,"['Adventure', 'Casual', 'Indie', 'RPG']"
3003720,Pc,Courage: ZaGame,['Indie']
3003780,Pc,Thor's Breakout,"['Casual', 'Indie']"
3003820,Pc,Age Of Privateer,"['Adventure', 'Indie', 'Strategy', 'Free To Play', 'Early Access']"
3003850,Pc,Knowledge Keeper,"['Adventure', 'Casual', 'Indie']"
3003960,Pc,Guns Demons,"['Action', 'Racing']"
3004070,Pc,Lusófona Games Collection 2024,"['Action', 'Adventure', 'Casual', 'Free To Play']"
3004090,Pc,Unbodied,"['Adventure', 'Indie']"
3004110,Pc,Remission,['Action']
3003280,Pc,Jaro Adventures,"['Action', 'Adventure']"
3003390,Pc,The Ball,"['Adventure', 'Casual', 'Indie']"
3003470,Pc,The Cesspit,"['Adventure', 'Indie', 'Simulation']"
3003530,Pc,The Tunnels of Saint Mercy Road,"['Action', 'Indie']"
3003550,Pc,Aqua TV,"['Casual', 'Indie']"
3003560,Pc,CosmoPirates Playtest,
3003570,Pc,皇帝,"['RPG', 'Simulation', 'Strategy', 'Free To Play']"
3003580,Pc,Mineral,['Casual']
3002650,Pc,Death by Deduction,['Indie']
3002800,Pc,Lust Potions,"['Casual', 'Indie']"
3002860,Pc,Novivors,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']"
3002920,Pc,City Park Play Date,"['Adventure', 'Casual', 'Indie']"
3002930,Pc,心动满屋,"['Casual', 'RPG', 'Simulation']"
3003030,Pc,Private Military Manager: Tactical Auto Battler Playtest,
3003100,Pc,Novivors Playtest,
3003130,Pc,"The Backrooms, the way back up","['Action', 'Simulation']"
3002310,Pc,Musgro Farm Playtest,
3002340,Pc,Sunset Solitaire,"['Casual', 'Indie']"
3002410,Pc,YOBA2D Playtest,
3002450,Pc,Velocity - Pre-Alpha Demo Playtest,
3002490,Pc,SoleSalvation Playtest,
3001730,Pc,[Bober Bros] It's Just A Prank,"['Action', 'Adventure', 'Casual', 'Indie']"
3001750,Pc,Humay,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']"
3001760,Pc,Down the shaft,"['Action', 'Adventure', 'Indie']"
3001810,Pc,MOMOCHIYO'S MONONOKETAIJI,"['Casual', 'Strategy', 'Free To Play']"
3001820,Pc,Undead West Playtest,
3001830,Pc,CrossCraze,"['Casual', 'Strategy']"
3001840,Pc,Down the shaft Playtest,
3001900,Pc,Manga RPG,"['Adventure', 'Casual', 'Indie', 'RPG', 'Free To Play']"
3001920,Pc,TOKAI Girl -Block Breaking RPG-,"['Adventure', 'Casual', 'RPG']"
3002000,Pc,Virus Hunter - Adult Only,['Action']
3002090,Pc,Rally Mechanic Simulator: Prologue,"['Indie', 'Racing', 'Simulation', 'Sports', 'Free To Play']"
3002100,Pc,Wheel Of Fates,"['Adventure', 'Indie', 'RPG', 'Free To Play']"
3002110,Pc,Cyoube Playtest,
3001160,Pc,真愿交错,"['Adventure', 'Casual', 'Indie']"
3001200,Pc,Tails Noir: Rebel Rush,"['Action', 'Indie', 'Racing']"
3001280,Pc,Make Your Country Great Again,"['Indie', 'Massively Multiplayer', 'Free To Play']"
3001340,Pc,▼スライム娘は人間と友達になりたいようだ+,['Adventure']
3001370,Pc,Meow Path,"['Casual', 'Strategy']"
3000850,Pc,Kuiper Belt Survivor,"['Action', 'Indie', 'Strategy', 'Early Access']"
3000860,Pc,vTERM ATC Simulator,"['Simulation', 'Strategy']"
3000920,Pc,Boyce the Voice Playtest,
3000990,Pc,Scrabbleman,"['Strategy', 'Free To Play']"
3001020,Pc,Garden Paradise,"['Casual', 'Indie']"
3001050,Pc,转生成为小菜鸡,"['Action', 'Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'Racing', 'RPG', 'Simulation', 'Sports', 'Strategy', 'Free To Play']"
3001060,Pc,Funky Panic Attack,"['Action', 'Adventure', 'Casual', 'Indie', 'Free To Play']"
3001100,Pc,UnHolY JaiL TRPG,"['Indie', 'RPG']"
3000280,Pc,Sexcalibur: Knights of the Pound Table,['Casual']
3000320,Pc,BDSM Sex - Episode 6,"['Adventure', 'Casual', 'Indie']"
3000420,Pc,Snowsquall Grip,"['Adventure', 'Indie']"
3000490,Pc,Cave Crawler 2,"['Action', 'Adventure', 'Casual', 'Indie', 'Free To Play']"
3000520,Pc,Satan Moans,"['Action', 'Adventure', 'Indie', 'Strategy']"
3000570,Pc,Beastieball Playtest,
2999680,Pc,Lost Estate Agent,"['Action', 'Adventure', 'Indie', 'Simulation']"
2999690,Pc,Proyecto infernal,['Action']
2999720,Pc,Bump in the Night,"['Adventure', 'Casual', 'Indie', 'Simulation']"
2999750,Pc,Tehnodrom,"['Action', 'Casual', 'Indie']"
2999760,Pc,Falco Totem Destroyer,"['Adventure', 'Casual', 'Simulation', 'Sports', 'Strategy']"
2999770,Pc,Flying Tobacco Eggs,"['Action', 'Adventure', 'Casual', 'Simulation', 'Sports', 'Strategy']"
2999800,Pc,The Mythical City 2,"['Adventure', 'Casual', 'Simulation', 'Sports', 'Strategy']"
2999810,Pc,The Mythical City 3,"['Adventure', 'Casual', 'Simulation', 'Strategy']"
2999820,Pc,Highland Huntress,"['Action', 'Casual', 'Indie', 'Early Access']"
2999860,Pc,While Mom's Away,"['Action', 'Casual', 'Indie', 'Strategy', 'Free To Play']"
2999870,Pc,Doodle Hunt: Search Hidden Items,"['Adventure', 'Casual', 'Indie']"
2999910,Pc,Everlasting: Tomorrow,['Indie']
2999940,Pc,Bankshot Launchers,"['Action', 'Casual', 'Indie', 'Early Access']"
2999990,Pc,Rogue Tiles,"['Action', 'Casual', 'Indie', 'Strategy']"
3000000,Pc,PWN!,"['Adventure', 'Indie', 'Free To Play']"
3000130,Pc,SHIP ON WHEELS,"['Racing', 'Early Access']"
2999170,Pc,Hell Survivors Playtest,
2999230,Pc,Word on the hook,"['Casual', 'Indie', 'Massively Multiplayer', 'Simulation', 'Free To Play']"
2999240,Pc,Tomb nightmares,"['Action', 'Adventure', 'Indie']"
2999250,Pc,Katto: Rising Tides,"['Adventure', 'Free To Play', 'Early Access']"
2999260,Pc,Low Batt,"['Action', 'Adventure', 'Free To Play', 'Early Access']"
2999270,Pc,Shelley Manor,"['Adventure', 'Free To Play', 'Early Access']"
2999280,Pc,Mystery Detective Adventure Collector's Edition,"['Adventure', 'Casual']"
2999510,Pc,Care Bears: To The Rescue,['Adventure']
2999540,Pc,Pixelitos - Spritle Royale,"['Action', 'Strategy', 'Free To Play']"
2999610,Pc,Retrozen Playtest,
2998650,Pc,NEON Squad Tactics,"['Indie', 'Strategy']"
2998670,Pc,Flying Frogs,"['Action', 'Casual', 'Indie', 'Strategy']"
2998730,Pc,Gallery X,"['Adventure', 'Casual', 'Indie', 'Simulation']"
2998850,Pc,100 hidden Cthulhu fish,"['Casual', 'Indie']"
2998870,Pc,OctaRace Playtest,
2998880,Pc,Hot & Lewd: Miami,"['Adventure', 'Casual', 'Racing', 'RPG', 'Simulation']"
2998950,Pc,CTRL-U Playtest,
2998970,Pc,Summon: Joint escape,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'Simulation']"
2999020,Pc,Finger Fury Showdown,['Action']
2999070,Pc,Monster 3,['Casual']
2998220,Pc,Toastercide Playtest,
2998250,Pc,Isle Goblin Playtest,
2998380,Pc,Spell Boy,"['Action', 'Adventure', 'Casual', 'RPG']"
2998480,Pc,传始至终 Transmission from start to end,"['Indie', 'Strategy']"
2998500,Pc,Arderico's Journey,"['Adventure', 'Indie']"
2998540,Pc,Unclogged Playtest,
2998560,Pc,Caïssa Board Dedicated Server,
2998590,Pc,MAZEING,"['Casual', 'Indie', 'Strategy']"
2997670,Pc,Infinite Innocence,"['Adventure', 'Indie', 'Simulation']"
2997890,Pc,Beetle Ninja,"['Action', 'Adventure', 'RPG', 'Free To Play']"
2997930,Pc,Reflections of Life: The Shattered Timeline Collector's Edition,"['Adventure', 'Casual']"
2997960,Pc,Shrouded Mind Playtest,
2998030,Pc,狂気の宴 ～禁断の誘惑に溺れる夜～（The Feast of Madness - A Night of Drowning in Forbidden Temptation-）,"['Action', 'Adventure']"
2998040,Pc,BLOODSAINT,"['Action', 'Indie', 'Early Access']"
2998050,Pc,Abrakajumpa,"['Action', 'Free To Play']"
2997240,Pc,Coin Eruption,"['Adventure', 'Casual', 'Indie', 'Simulation', 'Free To Play']"
2997310,Pc,Teatime Samurai,['Action']
2997320,Pc,Palm Sugar: A Village Story Playtest,
2997400,Pc,No Work No Life,"['Adventure', 'Indie', 'Free To Play']"
2997410,Pc,Ashes Of Idunn: Tales Of Fimbulwinter,"['Action', 'Adventure', 'Free To Play']"
2997430,Pc,Clank! Playtest,
2997450,Pc,Only Up: SKIBIDI,"['Action', 'Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'Simulation']"
2997600,Pc,Devils Run,['Action']
2997620,Pc,Office Nightmare Playtest,
2996640,Pc,Insectum - Epic Battles of Bugs,"['Action', 'Strategy']"
2996770,Pc,Ladder it Up!,"['Adventure', 'Casual', 'Indie']"
2996850,Pc,The Neighbor - Escape Room,['Adventure']
2996890,Pc,Pile Up! Playtest,
2996250,Pc,Gifted: The Tombs Playtest,
2996280,Pc,デュエホロ (DUEHOLO),"['RPG', 'Strategy']"
2996320,Pc,X Run 3,"['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'Sports']"
2996430,Pc,Urban,"['Action', 'Adventure', 'RPG']"
2996520,Pc,Dummy Guyz,"['Action', 'Indie', 'Simulation', 'Free To Play', 'Early Access']"
2996570,Pc,Figure Adventure,"['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy', 'Free To Play']"
2995680,Pc,Dinosaur Huntress,"['Action', 'Adventure', 'Early Access']"
2995700,Pc,Little Green Frog,"['Adventure', 'Casual', 'Indie']"
2995710,Pc,Hup Hup The Cupcake,"['Action', 'Casual']"
2995750,Pc,Valor of Battle,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']"
2995790,Pc,Dark Throne,"['Action', 'Adventure', 'Indie', 'RPG', 'Free To Play']"
2995920,Pc,It Takes Two Friend's Pass,"['Action', 'Adventure', 'Indie']"
2995970,Pc,Body of Mine,"['Indie', 'Free To Play']"
2996010,Pc,Scouts Out Playtest,
2996060,Pc,HOMECALL Playtest,
2996090,Pc,源战役,"['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Free To Play']"
2996100,Pc,The Hole Town,"['Indie', 'Free To Play']"
2995170,Pc,Nikoderiko: The Magical World Playtest,
2995190,Pc,Retale,"['Casual', 'Indie', 'RPG', 'Strategy']"
2995220,Pc,Tipsy Woods,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']"
2995230,Pc,Sandwalkers - Prologue,"['Indie', 'RPG', 'Strategy', 'Free To Play']"
2995270,Pc,Mars Lives !!,"['Action', 'Casual']"
2995390,Pc,NEKO-NIN exHeart SPIN!,"['Adventure', 'Casual']"
2995410,Pc,Cosmic Kitchen Playtest,
2995460,Pc,Runecraft,"['Casual', 'Indie', 'Strategy']"
2995480,Pc,AsiaKingdom,"['Casual', 'Indie']"
2995500,Pc,FantasyKingdom,"['Casual', 'Indie']"
2995530,Pc,Escape from Hornhead,"['Casual', 'Indie']"
2995550,Pc,Office Dreaming,"['Casual', 'Indie']"
2994660,Pc,RPM - Road Punk Mayhem,"['Action', 'Indie']"
2994680,Pc,Nobodies: Silent Blood,"['Adventure', 'Casual', 'Indie']"
2994780,Pc,The Protagonish,"['Adventure', 'Indie']"
2994810,Pc,Zoey: Horny Roommates,"['Casual', 'Indie']"
2994850,Pc,Poseidon,"['Casual', 'Indie', 'Simulation']"
2994900,Pc,Kiteboarding,"['Action', 'Simulation', 'Sports']"
2994930,Pc,Rust Rivalry,"['Action', 'Early Access']"
2994940,Pc,STEM Defense,"['Indie', 'Strategy']"
2994950,Pc,Throw Bro,"['Action', 'Casual', 'Indie']"
2994970,Pc,DOMUS ABSCONDITA,"['Action', 'Adventure']"
2995020,Pc,Endzeit League 20XX Playtest,
2994320,Pc,Moccoletti,"['Action', 'Indie', 'Early Access']"
2994540,Pc,Sweet Slimes Revenge,"['Casual', 'Indie', 'Simulation']"
2993660,Pc,Hentai Tales: Bunny Hole,"['Casual', 'Indie', 'Strategy']"
2993680,Pc,天缘传说,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Free To Play']"
2993740,Pc,five-element Seal: Infinity,"['Indie', 'RPG', 'Strategy']"
2993810,Pc,Seekers of Darkness,"['Casual', 'Indie', 'RPG', 'Strategy']"
2993940,Pc,DaemonClaw: Origins of Nnar Playtest,
2993970,Pc,Goblin Auto Club Manager,"['Indie', 'Simulation', 'Strategy']"
2994070,Pc,路尼亞戰記,"['Indie', 'RPG', 'Early Access']"
2994080,Pc,The Cake,"['Action', 'Casual', 'Early Access']"
2993140,Pc,For Whom the Stars Shine,"['Casual', 'Indie', 'Free To Play']"
2993180,Pc,Hentai Puzzle : Girls,"['Casual', 'Indie']"
2993390,Pc,Tech Disorder Playtest,
2993440,Pc,Arbor,"['RPG', 'Simulation']"
2993460,Pc,Hentai Senpai: Apocalypse Girls,['Casual']
2993510,Pc,mageVScastle,"['Casual', 'Indie']"
2992630,Pc,Brawlers of Duality Playtest,
2992720,Pc,Copacetic Playtest,
2992730,Pc,Laruaville 15,['Casual']
2992740,Pc,Towerheart,"['Adventure', 'Indie', 'Early Access']"
2992810,Pc,COS-249,"['Action', 'Indie', 'Free To Play']"
2992920,Pc,Cats Clicker,"['Casual', 'Indie', 'Simulation']"
2993070,Pc,Candy Roller,"['Adventure', 'Casual', 'Indie']"
2993080,Pc,Survive In Ankara,"['Action', 'Adventure', 'Casual', 'Indie']"
2992170,Pc,Dead War Rise of Combat,"['Action', 'Simulation']"
2992180,Pc,Apocalypse Delivery Service,['Indie']
2992200,Pc,Airport Antiterror,"['Action', 'Casual', 'Indie']"
2992210,Pc,Beyond The Walls,"['Action', 'Casual', 'Indie', 'Strategy']"
2992220,Pc,I Did It ALL for the COOKIE!,"['Casual', 'Indie', 'Free To Play']"
2992230,Pc,Greedy Goose,['Indie']
2992360,Pc,Bloom Echo,"['Adventure', 'Indie', 'Strategy']"
2992460,Pc,SOUL PARK,"['Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']"
2992490,Pc,Epic Quest,"['Adventure', 'Indie', 'RPG']"
2992520,Pc,Galaxy Flavored Heroes,"['Action', 'Adventure']"
2992530,Pc,Ponolf Playtest,
2992550,Pc,Dull Acres,"['Indie', 'Free To Play']"
2992570,Pc,Flan's MS,"['Adventure', 'Casual', 'Indie']"
2991630,Pc,Box Dog,['Casual']
2991730,Pc,Insert Item Apocalypse,['Indie']
2991740,Pc,Z Rush,['Indie']
2991820,Pc,SuperHyperHappyGame,"['Action', 'Indie']"
2991910,Pc,Lilly and the murder in a dream,"['Adventure', 'Indie', 'RPG']"
2991970,Pc,Space Light,"['Action', 'Indie']"
2991980,Pc,러브크레센도,"['Indie', 'Simulation']"
2968680,Pc,Sex In The Block,"['Adventure', 'Casual', 'Indie']"
2991990,Pc,嗨喵乐园(HiPurrLand),"['Casual', 'Indie']"
2992050,Pc,Survive the Squids,"['Action', 'Free To Play']"
2991150,Pc,Project Kinesis,"['Casual', 'Indie', 'Strategy']"
2991250,Pc,Frog 'n' Roll,"['Action', 'Casual', 'Indie']"
2991290,Pc,Supernatural Rules Suppress Ghosts,"['Adventure', 'RPG', 'Strategy']"
2991320,Pc,Master Level Maker,"['Action', 'Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'Racing']"
2991400,Pc,Himegashima Island,"['Adventure', 'RPG', 'Simulation']"
2991540,Pc,Revenant,"['Adventure', 'Indie', 'Strategy', 'Free To Play']"
2991590,Pc,Farmageddon: Undead,"['Indie', 'Strategy']"
2991620,Pc,Juban Shotengai ~ Escape the Japanesse Shopping Street ~ [beta],
2990640,Pc,Endoparasitic 2,"['Action', 'Indie']"
2990730,Pc,Oedipus/Antigone,['Adventure']
2990760,Pc,Balkan Bloodbath,"['Simulation', 'Strategy']"
2990800,Pc,Intergalacto-1,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']"
2990860,Pc,Tale of Souls,"['Adventure', 'RPG', 'Strategy']"
2990970,Pc,Eternal Rain,"['Action', 'Strategy', 'Early Access']"
2990140,Pc,NMO - No More Operators Playtest,
2990180,Pc,Lady's Escape,['Adventure']
2990200,Pc,Tower of hanoi,['Casual']
2990210,Pc,Reberryon,"['Action', 'Free To Play']"
2990220,Pc,Up Down All-a-Round,"['Action', 'Casual', 'Indie', 'Massively Multiplayer', 'Free To Play']"
2990240,Pc,E-TECH SIMULATOR,"['Indie', 'Simulation']"
2990250,Pc,Emo Quest XD,"['Adventure', 'Indie', 'RPG', 'Strategy']"
2990300,Pc,Snake Crossing,"['Casual', 'Indie']"
2990330,Pc,Top Shot,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']"
2990340,Pc,Omega Knockout: Punch Boxing,"['Action', 'Indie', 'Sports']"
2990390,Pc,RAGE: Anger Management,"['Action', 'Free To Play']"
2990460,Pc,THOKO,"['Action', 'Indie', 'Free To Play']"
2990550,Pc,Formula Racing Manager,"['Indie', 'Racing', 'Simulation', 'Sports']"
2990560,Pc,Abnormal1999:Hyperspace,"['Adventure', 'Indie']"
2968690,Pc,Last Box Standing May Go On,"['Casual', 'Indie']"
2990570,Pc,Color Splash: Fairies,['Casual']
2990580,Pc,Medieval Chaos,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']"
2989670,Pc,Phoenix Contract,"['Massively Multiplayer', 'RPG', 'Free To Play']"
2989680,Pc,Twizzle Puzzle: Dinosaurs,"['Casual', 'Indie']"
2989950,Pc,The Bathhouse | 地獄銭湯 Restored Edition,['Indie']
2990050,Pc,Meta Match,"['Casual', 'Indie']"
2990090,Pc,Avaricity: New Shadows,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']"
2990120,Pc,InstaTok Tycoon,"['Casual', 'Strategy']"
2989200,Pc,Shattered Melodies,"['Action', 'Adventure', 'Indie', 'RPG']"
2989320,Pc,Moloko of Leviathan Playtest,
2989390,Pc,Puzzle Garden,"['Casual', 'Simulation', 'Strategy', 'Free To Play']"
2989400,Pc,Starstream,"['Action', 'Adventure', 'Indie', 'Free To Play']"
2989450,Pc,tranceWave NEO,"['Action', 'Indie', 'Free To Play']"
2989460,Pc,风物恋歌（The Memory of Mallet),"['Adventure', 'Casual', 'Indie']"
2988730,Pc,BaroMaro Playtest,
2988780,Pc,Rocket Poker,"['Casual', 'Indie', 'Simulation', 'Strategy']"
2988830,Pc,Parse-O-Rhythm,"['Action', 'Casual', 'Indie']"
2988850,Pc,Crabity,"['Adventure', 'Casual', 'Indie', 'Free To Play']"
2988880,Pc,Who is the Defendant: Deliberately Rough,"['RPG', 'Strategy', 'Free To Play']"
2989060,Pc,Drill Core Playtest,
2988130,Pc,Croquettes Gang,"['Casual', 'Indie', 'Free To Play']"
2988290,Pc,Endless Tentacle Cave,"['Casual', 'Indie', 'RPG', 'Simulation']"
2988410,Pc,CompressorX,"['Animation & Modeling', 'Audio Production', 'Design & Illustration', 'Photo Editing', 'Utilities', 'Video Production', 'Game Development']"
2988440,Pc,Agora Project,['Adventure']
2988470,Pc,Fool's Gambit,"['Indie', 'Strategy']"
2988520,Pc,The Hell in I,"['Action', 'Adventure', 'Indie', 'Strategy']"
2988550,Pc,Itsy Playtest,
2987640,Pc,Emerald Dreams: Sanity -  Platformer Quest,"['Action', 'Adventure', 'Indie', 'Free To Play', 'Early Access']"
2987660,Pc,CYBERCUM 2069,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Sports']"
2987670,Pc,FURRY ORGY,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Sports']"
2987680,Pc,JosPlays' Escape - GameJam April 2024,['Free To Play']
2987720,Pc,Shadowed Descent,"['Action', 'Adventure', 'Indie', 'Simulation']"
2987730,Pc,Irang,"['Action', 'Adventure', 'Indie', 'Free To Play', 'Early Access']"
2987740,Pc,The Orange,['Casual']
2987830,Pc,The Nameless City,"['Adventure', 'Casual', 'Indie']"
2987860,Pc,Rock the Islands,"['Adventure', 'Casual', 'Indie', 'Free To Play']"
2987880,Pc,Vision Ghost 2,"['Adventure', 'Casual', 'Indie']"
2987890,Pc,Ripple In Dirac Sea Playtest,
2988080,Pc,siMarket Supermarket Simulator,"['Casual', 'Indie', 'Simulation']"
2988090,Pc,Soul of Savarog,"['Adventure', 'Indie']"
2987150,Pc,Josh Powlison's BUTTON: Mildly Remastered Edition,"['Casual', 'Indie', 'Simulation', 'Early Access']"
2986940,Pc,NoteCaptor,"['Casual', 'Indie', 'Free To Play']"
2987010,Pc,ChingMing,"['Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']"
2987120,Pc,River God: Enshrouded Current,"['Adventure', 'Indie']"
2986170,Pc,love Red,"['Action', 'Adventure', 'Casual', 'Indie']"
2986260,Pc,Dreamlike Love with Seira,"['Casual', 'Indie']"
2986280,Pc,LATEST ISSUE,"['Indie', 'Simulation']"
2986300,Pc,Cappadocia Puzzle,['Casual']
2986360,Pc,Sexycraft,"['Casual', 'Indie']"
2986390,Pc,Dead Room,"['Action', 'Casual', 'Indie']"
2986400,Pc,Roundscape Adorevia,"['Indie', 'RPG']"
2986600,Pc,Insight,"['Adventure', 'Indie']"
2985640,Pc,Revelation of Decay Playtest,
2985840,Pc,Undead Onslaught,"['Action', 'Casual', 'Indie', 'RPG', 'Early Access']"
2985900,Pc,中医模拟传承人,"['Casual', 'Indie', 'Simulation']"
2985910,Pc,Survivors Of The Zombie World,"['Action', 'Adventure', 'Indie', 'Early Access']"
2985930,Pc,I Am Part-time Worker!!,"['Action', 'Indie', 'Simulation']"
2985950,Pc,Save Daddy Trump 4: Maga 2024,"['Adventure', 'Casual', 'Indie']"
2986010,Pc,與妳響起的樂音 -Our DreamMelody-,"['Casual', 'Indie', 'RPG']"
2986060,Pc,Team Of Titans,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']"
2986100,Pc,Squirrels Gone Nuts Playtest,
2985190,Pc,Candy Renovation,"['Adventure', 'Casual', 'Simulation']"
2985240,Pc,Magic Cube in Strange World !,"['Action', 'Adventure', 'Casual', 'Indie']"
2985410,Pc,UnderKingdom,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']"
2985510,Pc,Pixel Race Maker,"['Casual', 'Racing', 'Free To Play']"
2985610,Pc,The Big Catch: Tacklebox,"['Action', 'Adventure', 'Free To Play']"
2984730,Pc,Kitty's Last Adventure Playtest,
2984780,Pc,Unclogged,"['Adventure', 'Simulation']"
2984890,Pc,Tetram,['Strategy']
2984990,Pc,Rise of Kenshin Playtest,
2985030,Pc,Hentai Oppai,"['Casual', 'Strategy']"
2985050,Pc,新月大陆,"['Action', 'Adventure', 'RPG', 'Strategy', 'Free To Play']"
2985070,Pc,Attack of the Worker Playtest,
2985090,Pc,Abyalkin,"['Adventure', 'Casual', 'Indie', 'RPG']"
2984130,Pc,Odyssey of the Explorer,"['Action', 'Adventure', 'Casual']"
2984170,Pc,Superfighters of Survival,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Free To Play']"
2984200,Pc,Sanguinaria,"['Action', 'Adventure', 'Indie', 'Free To Play']"
2984210,Pc,Scyla,"['Adventure', 'Indie', 'Free To Play']"
2984220,Pc,Aard and Wyzz: The rise of minions,"['Action', 'Adventure', 'Indie', 'Free To Play']"
2984230,Pc,Lizard Slayer,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']"
2984270,Pc,Cowboys vs Monsters,"['Action', 'Casual', 'Strategy']"
2984300,Pc,Terrestrial,"['Indie', 'Strategy']"
2984340,Pc,Smoking Gun,"['Action', 'Adventure', 'Casual', 'Indie']"
2984400,Pc,栄養たっぷりの彼氏,"['Adventure', 'Casual', 'Indie', 'Simulation']"
2984520,Pc,Digbeat: Godot Deeper,"['Action', 'Indie', 'Free To Play']"
2984560,Pc,Ultra Strikers Playtest,
2984570,Pc,Cuckold Sex - Episode 2,"['Adventure', 'Casual', 'Indie']"
